,parameters,train_MSE,test_MSE
15,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 8}",0.006711672525852919,0.00855228677392006
16,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 16}",0.006406824104487896,0.008526927791535854
17,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 32}",0.007685152348130941,0.009009956382215023
18,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 64}",0.007053573615849018,0.00934248324483633
19,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 4}",0.007574928924441338,0.00854773260653019
20,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 8}",0.01032981090247631,0.011096512898802757
21,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 4}",0.0069227032363414764,0.008278287947177887
22,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 8}",0.007182772271335125,0.008297230117022991
23,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 16}",0.0072950017638504505,0.008561558090150356
24,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 4}",0.0068930950947105885,0.008056395687162876
25,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 8}",0.006790641695261002,0.008167811669409275
26,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 16}",0.007207401096820831,0.008528074249625206
27,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 32}",0.006949151866137981,0.008241393603384495
28,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 4}",0.006579530891031027,0.00820968858897686
29,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 8}",0.006628022994846106,0.00812157429754734
30,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 16}",0.006825348362326622,0.008177753537893295
31,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 32}",0.006994808558374643,0.00839109718799591
32,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 64}",0.006608922034502029,0.008235305547714233
33,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 4}",0.006467264145612717,0.008133704774081707
34,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 8}",0.006449646316468716,0.008099562488496304
35,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 16}",0.0068257590755820274,0.008333554491400719
36,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 32}",0.006581516936421394,0.008278452791273594
37,"{'desc_words': 1000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 64}",0.006809390150010586,0.008692377246916294
38,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 8, 'units layer 2': 4}",0.010196765884757042,0.011204972863197327
39,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 8, 'units layer 2': 8}",0.011342955753207207,0.012101307511329651
40,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 4}",0.007485955022275448,0.009058220311999321
41,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 8}",0.008912095800042152,0.010235431604087353
42,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 16}",0.009044514037668705,0.010326252318918705
43,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 4}",0.006929992698132992,0.008482147939503193
44,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 8}",0.008034685626626015,0.00935889407992363
45,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 16}",0.009366212412714958,0.010270534083247185
46,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 32}",0.009059290401637554,0.01036281418055296
47,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 4}",0.006978197954595089,0.008731375448405743
48,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 8}",0.006411341950297356,0.008359315805137157
49,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 16}",0.006791711784899235,0.008439908735454082
50,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 32}",0.006817556452006102,0.008771156892180443
51,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 64}",0.006631689611822367,0.008757377043366432
52,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 4}",0.006467301398515701,0.008556527085602283
53,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 8}",0.006437408272176981,0.00851008016616106
54,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 16}",0.005996106658130884,0.008351923897862434
55,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 32}",0.007287607993930578,0.009241746738553047
56,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 64}",0.0063435896299779415,0.008655182085931301
57,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 4}",0.008201162330806255,0.009134531021118164
58,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 8}",0.007964326068758965,0.008973455987870693
59,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 4}",0.006929473951458931,0.008357984013855457
60,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 8}",0.007121945731341839,0.008312673307955265
61,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 16}",0.007185823749750853,0.00856564100831747
62,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 4}",0.007078920491039753,0.008325551636517048
63,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 8}",0.007163773290812969,0.008175011724233627
64,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 16}",0.006826122757047415,0.008260480128228664
65,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 32}",0.007091311272233725,0.008292951621115208
66,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 4}",0.006592932622879744,0.00814096163958311
67,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 8}",0.006681769620627165,0.008068045601248741
68,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 16}",0.006676033604890108,0.008175069466233253
69,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 32}",0.006622807122766972,0.008203314617276192
70,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 64}",0.006921104621142149,0.008480878546833992
71,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 4}",0.00642692856490612,0.008162188343703747
72,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 8}",0.006451977416872978,0.008121863007545471
73,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 16}",0.00671917200088501,0.008320892229676247
74,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 32}",0.006692574359476566,0.008249225094914436
75,"{'desc_words': 1000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 64}",0.007077389396727085,0.008587701246142387
76,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 8, 'units layer 2': 4}",0.0376211516559124,0.038684945553541183
77,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 8, 'units layer 2': 8}",0.05147624760866165,0.05268336832523346
78,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 4}",0.02406908944249153,0.02547382563352585
79,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 8}",0.015040455386042595,0.016955237835645676
80,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 16}",0.04136763513088226,0.04394276440143585
81,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 4}",0.008597818203270435,0.01027651410549879
82,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 8}",0.005123340990394354,0.007745959330350161
83,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 16}",0.010535401292145252,0.012048938311636448
84,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 32}",0.006622726563364267,0.009318814612925053
85,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 4}",0.008153177797794342,0.011075747199356556
86,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 8}",0.004706877749413252,0.007405095733702183
87,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 16}",0.008436732925474644,0.010028314776718616
88,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 32}",0.006930581294000149,0.009053567424416542
89,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 64}",0.006053558085113764,0.00924117024987936
90,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 4}",0.005650212522596121,0.007665807846933603
91,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 8}",0.0038001500070095062,0.007237518671900034
92,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 16}",0.004128515254706144,0.007615427020937204
93,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 32}",0.004567242693156004,0.00772828608751297
94,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 64}",0.004836005158722401,0.008119343779981136
95,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 4}",0.006204846780747175,0.008093043230473995
96,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 8}",0.006476083304733038,0.0076652816496789455
97,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 4}",0.004638773389160633,0.0067360964603722095
98,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 8}",0.0048818220384418964,0.007126758340746164
99,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 16}",0.004850477445870638,0.00720980716869235
100,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 4}",0.004406249150633812,0.0067046452313661575
101,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 8}",0.004229241982102394,0.006861341651529074
102,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 16}",0.004173093941062689,0.006829807069152594
103,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 32}",0.005051440559327602,0.007085525896400213
104,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 4}",0.004431755281984806,0.0067728981375694275
105,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 8}",0.004178042057901621,0.006673612631857395
106,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 16}",0.004569022450596094,0.006857644766569138
107,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 32}",0.004007307346910238,0.006968364119529724
108,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 64}",0.004347491543740034,0.006993446033447981
109,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 4}",0.004404000006616116,0.006614403799176216
110,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 8}",0.004184267017990351,0.006865979637950659
111,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 16}",0.004704320803284645,0.006810687016695738
112,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 32}",0.0037716508377343416,0.007161094807088375
113,"{'desc_words': 5000, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 64}",0.003959934692829847,0.007267562206834555
114,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 8, 'units layer 2': 4}",0.047298967838287354,0.04830874502658844
115,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 8, 'units layer 2': 8}",0.02157227322459221,0.02369825728237629
116,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 4}",0.022317517548799515,0.023582782596349716
117,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 8}",0.01057348120957613,0.012228507548570633
118,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 16, 'units layer 2': 16}",0.008267235942184925,0.010086897760629654
119,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 4}",0.005561976693570614,0.007818212732672691
120,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 8}",0.011920700781047344,0.013269140385091305
121,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 16}",0.0068549346178770065,0.008483277633786201
122,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 32, 'units layer 2': 32}",0.0062864115461707115,0.008915206417441368
123,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 4}",0.004357139114290476,0.007216903381049633
124,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 8}",0.004256914369761944,0.007081114687025547
125,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 16}",0.004435214214026928,0.007706604432314634
126,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 32}",0.005044396035373211,0.007400540169328451
127,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 64, 'units layer 2': 64}",0.005305632948875427,0.00767487334087491
128,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 4}",0.004097932018339634,0.007072452921420336
129,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 8}",0.004197352100163698,0.006987804546952248
130,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 16}",0.0038030967116355896,0.007180727552622557
131,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 32}",0.0036489383783191442,0.007252868264913559
132,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'relu', 'units layer 1': 128, 'units layer 2': 64}",0.004564417060464621,0.008039305917918682
133,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 4}",0.005359943490475416,0.007566421292722225
134,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 8, 'units layer 2': 8}",0.005637358408421278,0.0072177136316895485
135,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 4}",0.0048685516230762005,0.006894906051456928
136,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 8}",0.004780295304954052,0.006864766590297222
137,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 16, 'units layer 2': 16}",0.0047827488742768764,0.0069878180511295795
138,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 4}",0.0044796401634812355,0.006697335280478001
139,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 8}",0.004228807520121336,0.006797546520829201
140,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 16}",0.005205536261200905,0.00741946417838335
141,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 32}",0.0039433930069208145,0.0069963159039616585
142,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 4}",0.004031343851238489,0.006802685093134642
143,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 8}",0.004272693768143654,0.00683671236038208
144,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 16}",0.004443957004696131,0.0066710542887449265
145,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 32}",0.004514439031481743,0.006691493093967438
146,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 64}",0.004200426395982504,0.006993674207478762
147,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 4}",0.004122497979551554,0.006818562280386686
148,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 8}",0.0038188225589692593,0.007040695287287235
149,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 16}",0.003964880481362343,0.006898229010403156
150,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 32}",0.0039930185303092,0.007153604179620743
151,"{'desc_words': 5000, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 64}",0.003825877560302615,0.007078409660607576
